Search the first 100000000 integer powers of ^3 or more for Beal's triples.
Search begins for B^j = 0:0, log10(Bj) = 0
23.9861 log10 of highest power in the list
hardware concurrency: 16
trials, zeros, log10(A^i), log10(B^j), A, i, B, j, C, k, GCD(A B C)
465326887444057, 13897, 21.9623, 23.3177, 20930518, 3, 675178, 4, 60090842, 3, 675178
465387753521207, 13898, 22.0818, 23.3178, 22941135, 3, 59236065, 3, 684810, 4, 342405
465550258582686, 13899, 23.1064, 23.318, 50365802, 3, 59246422, 3, 761196, 4, 126866
465880854902103, 13900, 22.6024, 23.3185, 447302, 4, 59267515, 3, 62845931, 3, 223651
465887863360552, 13901, 21.3658, 23.3185, 219511, 4, 59267970, 3, 59487481, 3, 219511
Elapsed time: 439489 seconds
465974626537727, 13902, 23.2553, 23.3186, 651357, 4, 59273487, 3, 72951984, 3, 651357
466023785042616, 13903, 22.1458, 23.3187, 24094902, 3, 675558, 4, 60575034, 3, 225186
466168586906776, 13904, 22.5197, 23.3189, 426517, 4, 59285863, 3, 62271482, 3, 426517
466174182964918, 13905, 21.255, 23.3189, 12161520, 3, 675640, 4, 59456320, 3, 675640
466328460865673, 13906, 23.1812, 23.3191, 624169, 4, 59296055, 3, 71155266, 3, 624169
466444450383800, 13907, 22.1808, 23.3192, 350908, 4, 59303452, 3, 60707084, 3, 350908
466677032615990, 13908, 22.6775, 23.3196, 467073, 4, 59318271, 3, 63521928, 3, 467073
466919691561629, 13909, 22.3486, 23.3199, 28152487, 3, 676046, 4, 61375319, 3, 48289
467113163925313, 13910, 23.0592, 23.3202, 581824, 4, 59346048, 3, 68655232, 3, 581824
467227461366242, 13911, 21.7721, 23.3203, 277352, 4, 59353328, 3, 59908032, 3, 277352
467363796276123, 13912, 22.2999, 23.3205, 27121108, 3, 59362017, 3, 691865, 4, 138373
467399782050382, 13913, 23.1586, 23.3206, 52425620, 3, 59364305, 3, 770965, 4, 770965
467712614691551, 13914, 23.2208, 23.321, 638540, 4, 59384220, 3, 72155020, 3, 638540
467862630906724, 13915, 21.1823, 23.3212, 11501503, 3, 676559, 4, 59537192, 3, 676559
468142889630043, 13916, 21.8903, 23.3216, 19803868, 3, 59411604, 3, 682892, 4, 682892
468271864247535, 13917, 22.2576, 23.3218, 26255264, 3, 59419808, 3, 690928, 4, 690928
468434903369383, 13918, 23.2149, 23.322, 54738320, 3, 59430176, 3, 781976, 4, 781976
468456064388679, 13919, 22.8085, 23.3221, 503657, 4, 59431526, 3, 64971753, 3, 503657
468585362680689, 13920, 23.1046, 23.3222, 50295168, 3, 59439744, 3, 762048, 4, 762048
468609145412890, 13921, 22.4644, 23.3223, 30769596, 3, 59441265, 3, 699309, 4, 699309
469185570258939, 13922, 22.4238, 23.3231, 29826162, 3, 59477902, 3, 697688, 4, 174422
469188299352471, 13923, 20.938, 23.3231, 171593, 4, 59478072, 3, 59559649, 3, 2813
469195628956919, 13924, 22.3416, 23.3231, 28003514, 3, 59478538, 3, 694302, 4, 231434
469366752513825, 13925, 21.1048, 23.3233, 10838016, 3, 677376, 4, 59609088, 3, 677376
469647040210488, 13926, 22.9807, 23.3237, 45733140, 3, 677528, 4, 67414036, 3, 338764
469841982083410, 13927, 22.6326, 23.324, 35011530, 3, 59519601, 3, 219, 10, 219
470133042392136, 13928, 20.9919, 23.3244, 215, 9, 215, 10, 59630250, 3, 215
470192895112751, 13929, 22.74, 23.3245, 484160, 4, 677824, 4, 48416, 5, 48416
470209381038519, 13930, 22.4301, 23.3245, 405054, 4, 59542938, 3, 61973262, 3, 405054
470460483683616, 13931, 21.925, 23.3248, 20339070, 3, 677969, 4, 60339241, 3, 677969
470566178572497, 13932, 19.7058, 23.325, 3703289, 3, 59565578, 3, 678067, 4, 52159
470641271636706, 13933, 23.1471, 23.3251, 612024, 4, 59570336, 3, 70586768, 3, 204008
470696767512649, 13934, 21.0221, 23.3252, 10171455, 3, 678097, 4, 59672536, 3, 678097
470778041373647, 13935, 23.1647, 23.3253, 52668951, 3, 678141, 4, 70978758, 3, 226047
471158433185617, 13936, 22.199, 23.3258, 25098839, 3, 678347, 4, 61051230, 3, 678347
471239653127523, 13937, 21.301, 23.3259, 12598690, 3, 678391, 4, 59795321, 3, 96913
471308891741384, 13938, 22.8291, 23.326, 40711104, 3, 59612688, 3, 726984, 4, 726984
471345029129444, 13939, 21.662, 23.3261, 16621976, 3, 678448, 4, 60042648, 3, 339224
471648703578642, 13940, 23.2733, 23.3265, 57248856, 3, 59634225, 3, 795123, 4, 795123
471664464489853, 13941, 23.1028, 23.3265, 50225830, 3, 59635226, 3, 762924, 4, 127154
471720067585439, 13942, 21.9394, 23.3266, 20565090, 3, 59638761, 3, 685503, 4, 685503
471862545933252, 13943, 20.9335, 23.3268, 9502192, 3, 678728, 4, 59728064, 3, 678728
472046872372418, 13944, 23.0527, 23.327, 48331712, 3, 59659457, 3, 755183, 4, 755183
472207673206271, 13945, 22.625, 23.3273, 34807297, 3, 59669652, 3, 710353, 4, 710353
472395353145127, 13946, 23.2049, 23.3275, 54321280, 3, 679016, 4, 71975696, 3, 679016
472409358271164, 13947, 22.9146, 23.3275, 43472380, 3, 59682420, 3, 736820, 4, 736820
472454629892569, 13948, 22.9142, 23.3276, 43459072, 3, 679048, 4, 66546704, 3, 679048
472874696859172, 13949, 20.838, 23.3282, 8830575, 3, 679275, 4, 59776200, 3, 679275
472961685650781, 13950, 22.0714, 23.3283, 22757287, 3, 679322, 4, 60799319, 3, 339661
472983058312020, 13951, 22.7055, 23.3283, 37025625, 3, 59718750, 3, 716625, 4, 238875
473026525375235, 13952, 22.5932, 23.3284, 33967850, 3, 679357, 4, 63180201, 3, 679357
473026622816027, 13953, 22.8089, 23.3284, 40082063, 3, 679357, 4, 65218272, 3, 679357
473260022776809, 13954, 22.3663, 23.3287, 28538286, 3, 679483, 4, 61832953, 3, 679483
473743503240681, 13955, 20.7346, 23.3294, 8156928, 3, 679744, 4, 59817472, 3, 679744
473780094309961, 13956, 23.2053, 23.3294, 54335610, 3, 59769171, 3, 2331, 7, 2331
473883810640519, 13957, 22.6863, 23.3296, 469443, 4, 59775742, 3, 64000729, 3, 156481
474248020409571, 13958, 22.8464, 23.3301, 41254304, 3, 680016, 4, 65734880, 3, 226672
474299808688152, 13959, 22.0195, 23.3301, 319797, 4, 59802039, 3, 60761430, 3, 319797
474303132767547, 13960, 22.2999, 23.3302, 27119625, 3, 59802250, 3, 695375, 4, 695375
474315707927657, 13961, 21.4263, 23.3302, 13870668, 3, 59803044, 3, 682164, 4, 227388
474479858855099, 13962, 20.622, 23.3304, 7481551, 3, 680141, 4, 59852408, 3, 680141
474506707793341, 13963, 22.746, 23.3304, 38195192, 3, 59815112, 3, 720664, 4, 720664
474531738211985, 13964, 21.726, 23.3305, 17457671, 3, 680169, 4, 60308318, 3, 226723
474714153999039, 13965, 22.9263, 23.3307, 538993, 4, 59828223, 3, 66835132, 3, 538993
474786628128020, 13966, 22.67, 23.3308, 36030880, 3, 59832801, 3, 714743, 4, 9791
474787992953679, 13967, 23.101, 23.3308, 50157776, 3, 59832880, 3, 763824, 4, 254608
475094171366607, 13968, 20.4984, 23.3312, 6804720, 3, 680472, 4, 59881536, 3, 680472
475294792614247, 13969, 21.8858, 23.3315, 19736820, 3, 680580, 4, 60571620, 3, 680580
475558977917057, 13970, 21.9874, 23.3319, 21337114, 3, 59881578, 3, 688294, 4, 688294
475597585982767, 13971, 20.3617, 23.3319, 6126687, 3, 680743, 4, 59905384, 3, 680743
475682642302487, 13972, 23.0246, 23.332, 570375, 4, 59889375, 3, 68445000, 3, 570375
475897020485294, 13973, 23.2875, 23.3323, 57876840, 3, 680904, 4, 74218536, 3, 680904
475929312529219, 13974, 21.6739, 23.3324, 16773386, 3, 59904950, 3, 684628, 4, 342314
476000889805215, 13975, 20.2086, 23.3325, 5447680, 3, 680960, 4, 59924480, 3, 680960
476115468637687, 13976, 22.3266, 23.3326, 381635, 4, 59916695, 3, 61824870, 3, 381635
476289483920014, 13977, 22.6151, 23.3329, 450584, 4, 59927672, 3, 63532344, 3, 450584
476296711677746, 13978, 21.3786, 23.3329, 221137, 4, 59928127, 3, 60149264, 3, 221137
476309784631871, 13979, 21.1255, 23.3329, 11011537, 3, 681126, 4, 60052609, 3, 113521
476315236986701, 13980, 20.035, 23.3329, 4767903, 3, 681129, 4, 59939352, 3, 681129
476326471763566, 13981, 22.5252, 23.3329, 32240390, 3, 681135, 4, 62891465, 3, 227045
476551446614288, 13982, 19.8344, 23.3332, 4087536, 3, 681256, 4, 59950528, 3, 681256
476584059490360, 13983, 22.5047, 23.3333, 31736250, 3, 59946250, 3, 705250, 4, 705250
476720904284381, 13984, 19.597, 23.3335, 3406735, 3, 681347, 4, 59958536, 3, 681347
476730068840652, 13985, 22.4884, 23.3335, 31342192, 3, 681352, 4, 62684384, 3, 681352
476834280601654, 13986, 19.3064, 23.3336, 2725632, 3, 681408, 4, 59963904, 3, 681408
476903253075277, 13987, 18.9317, 23.3337, 2044335, 3, 681445, 4, 59967160, 3, 681445
476938503758200, 13988, 18.4034, 23.3338, 1362928, 3, 681464, 4, 59968832, 3, 681464
476951538350465, 13989, 17.5003, 23.3338, 681471, 3, 681471, 4, 59969448, 3, 681471
476953377987718, 13990, 20.95, 23.3338, 15488, 5, 88, 12, 46464, 5, 88
476954840266098, 13991, 17.5003, 23.3338, 681473, 3, 59969624, 3, 681473, 4, 681473
476964620293323, 13992, 18.4034, 23.3338, 1362960, 3, 59970240, 3, 681480, 4, 681480
476991067749126, 13993, 18.9318, 23.3338, 2044497, 3, 59971912, 3, 681499, 4, 681499
477010943133126, 13994, 23.3339, 23.3339, 59973152, 3, 59973152, 3, 810448, 4, 810448
477042722594863, 13995, 19.3066, 23.3339, 2726144, 3, 59975168, 3, 681536, 4, 681536
477127971002179, 13996, 19.5975, 23.334, 3407985, 3, 59980536, 3, 681597, 4, 681597
477255047882968, 13997, 19.8352, 23.3342, 4090128, 3, 59988544, 3, 681688, 4, 681688
477390966523959, 13998, 22.6736, 23.3344, 36130471, 3, 681707, 4, 64080458, 3, 681707
477432496274481, 13999, 20.0363, 23.3344, 4772705, 3, 59999720, 3, 681815, 4, 681815
477487935014778, 14000, 22.4238, 23.3345, 29826160, 3, 60003216, 3, 701792, 4, 350896
477487953130463, 14001, 22.7455, 23.3345, 38178504, 3, 681759, 4, 64767105, 3, 681759
Elapsed time: 450825 seconds
477668463596901, 14002, 20.2106, 23.3348, 5455872, 3, 60014592, 3, 681984, 4, 681984
477853417274033, 14003, 23.0029, 23.335, 46520336, 3, 60026240, 3, 750328, 4, 750328
477956413901528, 14004, 23.0993, 23.3352, 50090994, 3, 60032718, 3, 764748, 4, 382374
477971697507011, 14005, 20.3645, 23.3352, 6139809, 3, 60033688, 3, 682201, 4, 682201
477992805339743, 14006, 22.7106, 23.3352, 37170635, 3, 682030, 4, 64451835, 3, 341015
478350576077260, 14007, 20.5023, 23.3357, 6824720, 3, 60057536, 3, 682472, 4, 682472
478432398038031, 14008, 22.9807, 23.3358, 556136, 4, 60062688, 3, 67848592, 3, 556136
478578438341089, 14009, 22.1709, 23.336, 24564384, 3, 682344, 4, 61410960, 3, 682344
478813633231862, 14010, 20.6271, 23.3363, 7510833, 3, 60086664, 3, 682803, 4, 682803
479368982894942, 14011, 20.7412, 23.3371, 8198400, 3, 60121600, 3, 683200, 4, 683200
479435237878384, 14012, 22.9615, 23.3372, 45064998, 3, 682803, 4, 67597497, 3, 682803
479670800941217, 14013, 22.0344, 23.3375, 22120672, 3, 60140577, 3, 691271, 4, 691271
479801732873745, 14014, 23.1579, 23.3377, 615858, 4, 60148798, 3, 71234242, 3, 205286
479834788010039, 14015, 21.8448, 23.3377, 19124476, 3, 683017, 4, 60788513, 3, 683017
479871629427809, 14016, 22.9025, 23.3378, 531657, 4, 60153192, 3, 66760929, 3, 75951
479939543728563, 14017, 23.1797, 23.3379, 53279694, 3, 683073, 4, 71722665, 3, 683073
480000695946916, 14018, 23.1173, 23.338, 601613, 4, 60161300, 3, 70388721, 3, 601613
480025713169737, 14019, 20.8464, 23.338, 8887697, 3, 60162872, 3, 683669, 4, 683669
480288685838575, 14020, 23.0749, 23.3383, 587116, 4, 60179390, 3, 69573246, 3, 293558
480404458286635, 14021, 21.7882, 23.3385, 279938, 4, 60186670, 3, 60746546, 3, 279938
480490953531171, 14022, 22.2833, 23.3386, 372232, 4, 46529, 5, 697935, 4, 46529
480693437458458, 14023, 22.3416, 23.3389, 28002240, 3, 60204816, 3, 700056, 4, 700056
480792019599853, 14024, 20.944, 23.339, 9579024, 3, 60211008, 3, 684216, 4, 684216
480795287427635, 14025, 22.8108, 23.339, 40140800, 3, 60211200, 3, 2240, 7, 2240
481170451048875, 14026, 23.0976, 23.3395, 50025472, 3, 60234752, 3, 765696, 4, 255232
481183290676665, 14027, 22.6951, 23.3396, 471819, 4, 60235559, 3, 64481930, 3, 157273
481201910810579, 14028, 22.4202, 23.3396, 29743038, 3, 683748, 4, 62562942, 3, 341874
481357108402661, 14029, 22.2998, 23.3398, 27117902, 3, 60246473, 3, 698915, 4, 139783
481456548463923, 14030, 21.6857, 23.3399, 16926129, 3, 683884, 4, 60694705, 3, 170971
481677043486441, 14031, 21.0351, 23.3402, 10272705, 3, 60266536, 3, 684847, 4, 684847
482005525561055, 14032, 22.6647, 23.3407, 35885200, 3, 60287136, 3, 717704, 4, 717704
482256644512751, 14033, 22.9754, 23.341, 45547920, 3, 60302880, 3, 748440, 4, 106920
482416503106113, 14034, 23.095, 23.3412, 49925810, 3, 46585, 5, 70057185, 3, 6655
482514834830859, 14035, 22.7049, 23.3414, 37008510, 3, 60319065, 3, 720945, 4, 240315
482688987870932, 14036, 21.1205, 23.3416, 10969088, 3, 60329984, 3, 685568, 4, 685568
482892266796354, 14037, 22.3448, 23.3419, 28070650, 3, 684650, 4, 62303150, 3, 684650
483073782799480, 14038, 22.201, 23.3421, 355024, 4, 60354080, 3, 61774176, 3, 355024
483338728914200, 14039, 21.1461, 23.3425, 11186504, 3, 684888, 4, 60498440, 3, 228296
483775183445880, 14040, 22.8693, 23.3431, 41983977, 3, 60398002, 3, 736561, 4, 736561
483837118068481, 14041, 21.2011, 23.3432, 11668545, 3, 60401880, 3, 686385, 4, 686385
484067297503609, 14042, 22.0804, 23.3435, 22916520, 3, 60416280, 3, 694440, 4, 694440
484086258506551, 14043, 21.8017, 23.3435, 18502722, 3, 685286, 4, 60990454, 3, 685286
484086259084684, 14044, 22.8833, 23.3435, 42438783, 3, 685286, 4, 66717487, 3, 48949
484097568755469, 14045, 22.2165, 23.3435, 25439232, 3, 60418176, 3, 2184, 7, 2184
484430567480907, 14046, 23.0959, 23.344, 49961198, 3, 60438994, 3, 766668, 4, 127778
484578249725470, 14047, 23.2012, 23.3442, 54167898, 3, 60448234, 3, 785042, 4, 785042
484616207968316, 14048, 23.0057, 23.3442, 46618624, 3, 685568, 4, 68556800, 3, 685568
484616461556581, 14049, 19.4535, 23.3442, 7775, 5, 7775, 6, 46650, 5, 7775
484655847787513, 14050, 21.9375, 23.3443, 20535593, 3, 60453094, 3, 692211, 4, 230737
484849442098926, 14051, 22.8644, 23.3445, 41827212, 3, 685692, 4, 66512124, 3, 685692
484993208485038, 14052, 22.5447, 23.3447, 32727206, 3, 60474185, 3, 711461, 4, 711461
484999296989793, 14053, 23.1467, 23.3447, 51946105, 3, 60474570, 3, 775315, 4, 775315
485072393740464, 14054, 19.4541, 23.3448, 7777, 5, 46662, 5, 7777, 6, 7777
485130304231407, 14055, 21.2773, 23.3449, 12371472, 3, 60482752, 3, 687304, 4, 687304
485209659271156, 14056, 22.767, 23.345, 491770, 4, 60487710, 3, 65405410, 3, 491770
485218223152700, 14057, 23.1512, 23.345, 52127488, 3, 685888, 4, 71332352, 3, 685888
485542754818286, 14058, 23.1315, 23.3454, 51343905, 3, 60508516, 3, 772919, 4, 110417
485664220374281, 14059, 22.1414, 23.3456, 24014375, 3, 686125, 4, 61751250, 3, 686125
485728116467359, 14060, 23.3427, 23.3457, 60381992, 3, 686159, 4, 76163649, 3, 686159
485738700109665, 14061, 23.112, 23.3457, 599781, 4, 60520759, 3, 70545670, 3, 28561
485851890414026, 14062, 22.7858, 23.3459, 39379554, 3, 60527833, 3, 729251, 4, 729251
485961745068387, 14063, 22.4238, 23.346, 29826134, 3, 60534698, 3, 705944, 4, 176486
486090183797932, 14064, 22.9552, 23.3462, 44846460, 3, 60542721, 3, 747441, 4, 747441
486258408337164, 14065, 22.544, 23.3464, 432523, 4, 60553220, 3, 63580881, 3, 432523
486421771324814, 14066, 23.258, 23.3466, 56578977, 3, 60563412, 3, 796887, 4, 796887
486509156148214, 14067, 22.3735, 23.3467, 392084, 4, 60568871, 3, 62644263, 3, 737
486577316359457, 14068, 21.3497, 23.3468, 13078289, 3, 60573128, 3, 688331, 4, 688331
486762430674465, 14069, 22.5809, 23.3471, 33648692, 3, 686708, 4, 63863844, 3, 686708
486891324703430, 14070, 22.6278, 23.3473, 453878, 4, 60592713, 3, 64223737, 3, 226939
486898473627305, 14071, 21.3914, 23.3473, 222769, 4, 60593168, 3, 60815937, 3, 222769
487457332355452, 14072, 22.3829, 23.348, 28904057, 3, 60628022, 3, 704977, 4, 704977
487737152273853, 14073, 23.0943, 23.3484, 49898160, 3, 60645456, 3, 767664, 4, 767664
487744259705611, 14074, 20.5211, 23.3484, 6923946, 3, 60645910, 3, 687484, 4, 49106
487881362184031, 14075, 23.0467, 23.3486, 48111070, 3, 687301, 4, 69417401, 3, 687301
488025386654310, 14076, 22.8889, 23.3488, 527508, 4, 60663420, 3, 66993516, 3, 527508
488054986189663, 14077, 21.7565, 23.3488, 17872218, 3, 687393, 4, 61177977, 3, 687393
488134341549862, 14078, 22.5463, 23.3489, 32767735, 3, 687435, 4, 63702310, 3, 229145
488187741843951, 14079, 21.4186, 23.349, 13789440, 3, 60673536, 3, 689472, 4, 689472
488262717163714, 14080, 23.1195, 23.3491, 50875222, 3, 687503, 4, 70812809, 3, 687503
488376026252143, 14081, 22.4716, 23.3492, 30940335, 3, 687563, 4, 63255796, 3, 687563
488527364191283, 14082, 22.2997, 23.3495, 27115921, 3, 60694704, 3, 702485, 4, 140497
488531947180222, 14083, 22.7449, 23.3495, 38161515, 3, 60694981, 3, 726886, 4, 363443
488575916321509, 14084, 22.7038, 23.3495, 474201, 4, 60697728, 3, 64965537, 3, 474201
488597241192403, 14085, 22.5205, 23.3495, 32124480, 3, 687680, 4, 63561280, 3, 98240
488606726135586, 14086, 23.1064, 23.3496, 50364828, 3, 46764, 5, 70566876, 3, 46764
488760375932737, 14087, 22.1256, 23.3498, 23725438, 3, 60709209, 3, 697807, 4, 697807
489024457275971, 14088, 23.3085, 23.3501, 58815963, 3, 687906, 4, 75325707, 3, 343953
489060296585372, 14089, 23.2699, 23.3502, 57097775, 3, 687925, 4, 74295900, 3, 687925
489110355998158, 14090, 23.1687, 23.3502, 619704, 4, 60730992, 3, 71885664, 3, 619704
489126485738046, 14091, 23.0847, 23.3503, 49533120, 3, 687960, 4, 70171920, 3, 687960
489245723502872, 14092, 23.1946, 23.3504, 53895135, 3, 688023, 4, 72471756, 3, 229341
489413282861285, 14093, 22.4531, 23.3506, 410472, 4, 60749856, 3, 63212688, 3, 410472
489599095321443, 14094, 22.0379, 23.3509, 323199, 4, 60761412, 3, 61731009, 3, 323199
489970268279086, 14095, 21.4846, 23.3514, 14505393, 3, 60784504, 3, 690733, 4, 690733
490454988565360, 14096, 21.1665, 23.352, 11362923, 3, 688662, 4, 60946587, 3, 344331
490491326739609, 14097, 23.3169, 23.3521, 59195116, 3, 60816900, 3, 810892, 4, 810892
490758953658728, 14098, 23.3196, 23.3524, 675928, 4, 60833520, 3, 75703936, 3, 675928
490798110301722, 14099, 22.9621, 23.3525, 550221, 4, 60835964, 3, 68170865, 3, 1379
490813183234432, 14100, 20.1103, 23.3525, 5051574, 3, 688851, 4, 60848505, 3, 229617
491090901576746, 14101, 23.0926, 23.3529, 49836346, 3, 60854150, 3, 768684, 4, 128114
Elapsed time: 463975 seconds
491098368465745, 14102, 22.3502, 23.3529, 28187498, 3, 60854614, 3, 705516, 4, 454
491410337338371, 14103, 22.1959, 23.3533, 25039698, 3, 689166, 4, 62254662, 3, 229722
491429553392787, 14104, 20.268, 23.3533, 116683, 4, 60875188, 3, 60891857, 3, 16669
491530571539965, 14105, 20.9678, 23.3535, 15616, 5, 46848, 5, 7808, 6, 7808
491567412468855, 14106, 18.1807, 23.3535, 1148750, 3, 60883750, 3, 689250, 4, 229750
491747997687688, 14107, 21.7091, 23.3537, 17233600, 3, 689344, 4, 61351616, 3, 689344
491934843784437, 14108, 21.5478, 23.354, 15226640, 3, 60906560, 3, 692120, 4, 692120
491975484556089, 14109, 22.8365, 23.354, 511841, 4, 60909079, 3, 66539330, 3, 511841
492178841394365, 14110, 22.3219, 23.3543, 27582840, 3, 689571, 4, 62750961, 3, 689571
492271949509327, 14111, 22.6879, 23.3544, 34481, 5, 689620, 4, 724101, 4, 34481
492279569142648, 14112, 22.8061, 23.3544, 39998192, 3, 689624, 4, 66203904, 3, 689624
492309680850255, 14113, 22.7044, 23.3545, 36993105, 3, 60929820, 3, 725355, 4, 725355
492416077603237, 14114, 22.1104, 23.3546, 23449664, 3, 689696, 4, 62072640, 3, 689696
492508968495051, 14115, 22.3415, 23.3548, 28000462, 3, 60942182, 3, 705894, 4, 235298
492856947847603, 14116, 23.044, 23.3552, 48008961, 3, 60963760, 3, 762047, 4, 762047
492859105623045, 14117, 21.4501, 23.3552, 14126700, 3, 2170, 7, 61215700, 3, 2170
492948026060512, 14118, 22.6645, 23.3553, 35878752, 3, 689976, 4, 64857744, 3, 689976
493288900792036, 14119, 20.6015, 23.3558, 7364896, 3, 60990545, 3, 690459, 4, 230153
493762445460729, 14120, 22.1701, 23.3564, 24548230, 3, 61019886, 3, 701378, 4, 701378
493772396382639, 14121, 23.0906, 23.3564, 592432, 4, 61020496, 3, 70499408, 3, 592432
493854295321530, 14122, 22.5846, 23.3565, 33743556, 3, 61025580, 3, 717948, 4, 717948
493889783238219, 14123, 21.8043, 23.3566, 282536, 4, 61027776, 3, 61592848, 3, 282536
493971115856454, 14124, 22.1283, 23.3567, 340461, 4, 61032807, 3, 62212194, 3, 1881
494090878849586, 14125, 21.6086, 23.3568, 15953697, 3, 61040232, 3, 693639, 4, 693639
494357421220652, 14126, 22.3483, 23.3572, 386435, 4, 61056730, 3, 62988905, 3, 386435
494492424434623, 14127, 23.0911, 23.3574, 49775744, 3, 61065088, 3, 769728, 4, 256576
494561221850782, 14128, 23.2142, 23.3575, 636139, 4, 61069344, 3, 73155985, 3, 636139
494610153063854, 14129, 22.4238, 23.3575, 29826048, 3, 61072384, 3, 710144, 4, 710144
494896263382612, 14130, 22.7395, 23.3579, 38005000, 3, 691000, 4, 65645000, 3, 691000
495172459294887, 14131, 21.6593, 23.3583, 16587480, 3, 691145, 4, 61511905, 3, 691145
495172619913460, 14132, 22.9167, 23.3583, 43542135, 3, 691145, 4, 67732210, 3, 691145
495173484640696, 14133, 23.2892, 23.3583, 664209, 4, 61107228, 3, 75055617, 3, 664209
495602060022535, 14134, 22.8317, 23.3588, 40790961, 3, 61133740, 3, 737821, 4, 105403
495643445110607, 14135, 22.8823, 23.3589, 42405376, 3, 691392, 4, 67295488, 3, 230464
495815767987434, 14136, 22.2996, 23.3591, 27113664, 3, 61146961, 3, 706085, 4, 141217
496063292090813, 14137, 22.7126, 23.3595, 476589, 4, 61162255, 3, 65451556, 3, 158863
496274132310820, 14138, 22.1421, 23.3597, 1456, 7, 61175296, 3, 62386688, 3, 1456
496329981123129, 14139, 22.7831, 23.3598, 39296368, 3, 691752, 4, 66165472, 3, 12136
